user_id,profile_name,date,weekday,hour,event,social_event,is_study_planned,planned_minutes,estimated_quality,rationale
B_medium,Medium Student,2025-02-03,0,0,none,none,0,0,38,Free hour; quality 38
B_medium,Medium Student,2025-02-03,0,1,none,none,0,0,27,Free hour; quality 27
B_medium,Medium Student,2025-02-03,0,2,none,none,0,0,35,Free hour; quality 35
B_medium,Medium Student,2025-02-03,0,3,none,none,0,0,35,Free hour; quality 35
B_medium,Medium Student,2025-02-03,0,4,none,none,0,0,26,Free hour; quality 26
B_medium,Medium Student,2025-02-03,0,5,none,none,0,0,47,Free hour; quality 47
B_medium,Medium Student,2025-02-03,0,6,none,none,0,0,38,Free hour; quality 38
B_medium,Medium Student,2025-02-03,0,7,none,none,0,0,29,Free hour; quality 29
B_medium,Medium Student,2025-02-03,0,8,none,none,0,0,15,Free hour; quality 15
B_medium,Medium Student,2025-02-03,0,9,lectures,none,0,0,0,Blocked by lectures
B_medium,Medium Student,2025-02-03,0,10,lectures,none,0,0,0,Blocked by lectures
B_medium,Medium Student,2025-02-03,0,11,lectures,none,0,0,0,Blocked by lectures
B_medium,Medium Student,2025-02-03,0,12,lectures,none,0,0,5,Blocked by lectures
B_medium,Medium Student,2025-02-03,0,13,lectures,none,0,0,11,Blocked by lectures
B_medium,Medium Student,2025-02-03,0,14,lectures,none,0,0,7,Blocked by lectures
B_medium,Medium Student,2025-02-03,0,15,none,none,0,0,50,Free hour; quality 50
B_medium,Medium Student,2025-02-03,0,16,none,none,1,33,67,Planned study 33min; quality 67
B_medium,Medium Student,2025-02-03,0,17,none,none,1,40,79,Planned study 40min; quality 79
B_medium,Medium Student,2025-02-03,0,18,none,none,1,1,72,Planned study 1min; quality 72
B_medium,Medium Student,2025-02-03,0,19,none,none,1,23,82,Planned study 23min; quality 82
B_medium,Medium Student,2025-02-03,0,20,none,none,1,23,83,Planned study 23min; quality 83
B_medium,Medium Student,2025-02-03,0,21,none,none,0,0,62,Free hour; quality 62
B_medium,Medium Student,2025-02-03,0,22,none,none,0,0,53,Free hour; quality 53
B_medium,Medium Student,2025-02-03,0,23,none,none,0,0,39,Free hour; quality 39
B_medium,Medium Student,2025-02-04,1,0,none,none,0,0,30,Free hour; quality 30
B_medium,Medium Student,2025-02-04,1,1,none,none,0,0,35,Free hour; quality 35
B_medium,Medium Student,2025-02-04,1,2,none,none,0,0,52,Free hour; quality 52
B_medium,Medium Student,2025-02-04,1,3,none,none,0,0,49,Free hour; quality 49
B_medium,Medium Student,2025-02-04,1,4,none,none,0,0,38,Free hour; quality 38
B_medium,Medium Student,2025-02-04,1,5,none,none,0,0,35,Free hour; quality 35
B_medium,Medium Student,2025-02-04,1,6,none,none,0,0,27,Free hour; quality 27
B_medium,Medium Student,2025-02-04,1,7,none,none,0,0,23,Free hour; quality 23
B_medium,Medium Student,2025-02-04,1,8,none,none,0,0,14,Free hour; quality 14
B_medium,Medium Student,2025-02-04,1,9,lectures,none,0,0,0,Blocked by lectures
B_medium,Medium Student,2025-02-04,1,10,appointment,appointment,0,0,0,Blocked by appointment
B_medium,Medium Student,2025-02-04,1,11,lectures,none,0,0,0,Blocked by lectures
B_medium,Medium Student,2025-02-04,1,12,lectures,none,0,0,8,Blocked by lectures
B_medium,Medium Student,2025-02-04,1,13,lectures,none,0,0,13,Blocked by lectures
B_medium,Medium Student,2025-02-04,1,14,lectures,none,0,0,0,Blocked by lectures
B_medium,Medium Student,2025-02-04,1,15,none,none,1,14,59,Planned study 14min; quality 59
B_medium,Medium Student,2025-02-04,1,16,none,none,0,0,72,Free hour; quality 72
B_medium,Medium Student,2025-02-04,1,17,none,none,0,0,64,Free hour; quality 64
B_medium,Medium Student,2025-02-04,1,18,none,none,1,23,88,Planned study 23min; quality 88
B_medium,Medium Student,2025-02-04,1,19,none,none,1,15,74,Planned study 15min; quality 74
B_medium,Medium Student,2025-02-04,1,20,none,none,1,23,67,Planned study 23min; quality 67
B_medium,Medium Student,2025-02-04,1,21,none,none,1,45,75,Planned study 45min; quality 75
B_medium,Medium Student,2025-02-04,1,22,none,none,0,0,54,Free hour; quality 54
B_medium,Medium Student,2025-02-04,1,23,none,none,0,0,32,Free hour; quality 32
B_medium,Medium Student,2025-02-05,2,0,none,none,0,0,41,Free hour; quality 41
B_medium,Medium Student,2025-02-05,2,1,none,none,0,0,12,Free hour; quality 12
B_medium,Medium Student,2025-02-05,2,2,none,none,0,0,44,Free hour; quality 44
B_medium,Medium Student,2025-02-05,2,3,none,none,0,0,21,Free hour; quality 21
B_medium,Medium Student,2025-02-05,2,4,none,none,0,0,32,Free hour; quality 32
B_medium,Medium Student,2025-02-05,2,5,none,none,0,0,26,Free hour; quality 26
B_medium,Medium Student,2025-02-05,2,6,none,none,0,0,13,Free hour; quality 13
B_medium,Medium Student,2025-02-05,2,7,none,none,0,0,24,Free hour; quality 24
B_medium,Medium Student,2025-02-05,2,8,none,none,0,0,27,Free hour; quality 27
B_medium,Medium Student,2025-02-05,2,9,lectures,none,0,0,0,Blocked by lectures
B_medium,Medium Student,2025-02-05,2,10,lectures,none,0,0,0,Blocked by lectures
B_medium,Medium Student,2025-02-05,2,11,lectures,none,0,0,0,Blocked by lectures
B_medium,Medium Student,2025-02-05,2,12,lectures,none,0,0,12,Blocked by lectures
B_medium,Medium Student,2025-02-05,2,13,lectures,none,0,0,7,Blocked by lectures
B_medium,Medium Student,2025-02-05,2,14,lectures,none,0,0,0,Blocked by lectures
B_medium,Medium Student,2025-02-05,2,15,appointment,appointment,0,0,0,Blocked by appointment
B_medium,Medium Student,2025-02-05,2,16,none,none,1,33,78,Planned study 33min; quality 78
B_medium,Medium Student,2025-02-05,2,17,none,none,1,32,78,Planned study 32min; quality 78
B_medium,Medium Student,2025-02-05,2,18,none,none,0,0,65,Free hour; quality 65
B_medium,Medium Student,2025-02-05,2,19,none,none,0,0,67,Free hour; quality 67
B_medium,Medium Student,2025-02-05,2,20,none,none,1,45,74,Planned study 45min; quality 74
B_medium,Medium Student,2025-02-05,2,21,none,none,1,10,73,Planned study 10min; quality 73
B_medium,Medium Student,2025-02-05,2,22,none,none,0,0,51,Free hour; quality 51
B_medium,Medium Student,2025-02-05,2,23,none,none,0,0,19,Free hour; quality 19
B_medium,Medium Student,2025-02-06,3,0,none,none,0,0,42,Free hour; quality 42
B_medium,Medium Student,2025-02-06,3,1,none,none,0,0,38,Free hour; quality 38
B_medium,Medium Student,2025-02-06,3,2,none,none,0,0,43,Free hour; quality 43
B_medium,Medium Student,2025-02-06,3,3,none,none,0,0,12,Free hour; quality 12
B_medium,Medium Student,2025-02-06,3,4,none,none,0,0,52,Free hour; quality 52
B_medium,Medium Student,2025-02-06,3,5,none,none,0,0,34,Free hour; quality 34
B_medium,Medium Student,2025-02-06,3,6,none,none,0,0,45,Free hour; quality 45
B_medium,Medium Student,2025-02-06,3,7,none,none,0,0,41,Free hour; quality 41
B_medium,Medium Student,2025-02-06,3,8,none,none,0,0,14,Free hour; quality 14
B_medium,Medium Student,2025-02-06,3,9,lectures,none,0,0,0,Blocked by lectures
B_medium,Medium Student,2025-02-06,3,10,lectures,none,0,0,0,Blocked by lectures
B_medium,Medium Student,2025-02-06,3,11,lectures,none,0,0,0,Blocked by lectures
B_medium,Medium Student,2025-02-06,3,12,lectures,none,0,0,19,Blocked by lectures
B_medium,Medium Student,2025-02-06,3,13,lectures,none,0,0,0,Blocked by lectures
B_medium,Medium Student,2025-02-06,3,14,lectures,none,0,0,2,Blocked by lectures
B_medium,Medium Student,2025-02-06,3,15,none,none,0,0,58,Free hour; quality 58
B_medium,Medium Student,2025-02-06,3,16,none,none,1,36,84,Planned study 36min; quality 84
B_medium,Medium Student,2025-02-06,3,17,none,none,1,18,69,Planned study 18min; quality 69
B_medium,Medium Student,2025-02-06,3,18,none,none,0,0,66,Free hour; quality 66
B_medium,Medium Student,2025-02-06,3,19,none,none,1,33,69,Planned study 33min; quality 69
B_medium,Medium Student,2025-02-06,3,20,none,none,1,33,81,Planned study 33min; quality 81
B_medium,Medium Student,2025-02-06,3,21,none,none,0,0,70,Free hour; quality 70
B_medium,Medium Student,2025-02-06,3,22,none,none,0,0,58,Free hour; quality 58
B_medium,Medium Student,2025-02-06,3,23,none,none,0,0,45,Free hour; quality 45
B_medium,Medium Student,2025-02-07,4,0,none,none,0,0,25,Free hour; quality 25
B_medium,Medium Student,2025-02-07,4,1,none,none,0,0,40,Free hour; quality 40
B_medium,Medium Student,2025-02-07,4,2,none,none,0,0,41,Free hour; quality 41
B_medium,Medium Student,2025-02-07,4,3,none,none,0,0,33,Free hour; quality 33
B_medium,Medium Student,2025-02-07,4,4,none,none,0,0,46,Free hour; quality 46
B_medium,Medium Student,2025-02-07,4,5,none,none,0,0,34,Free hour; quality 34
B_medium,Medium Student,2025-02-07,4,6,none,none,0,0,32,Free hour; quality 32
B_medium,Medium Student,2025-02-07,4,7,none,none,0,0,37,Free hour; quality 37
B_medium,Medium Student,2025-02-07,4,8,none,none,0,0,9,Free hour; quality 9
B_medium,Medium Student,2025-02-07,4,9,none,none,0,0,29,Free hour; quality 29
B_medium,Medium Student,2025-02-07,4,10,job_friday,none,0,0,0,Blocked by job_friday
B_medium,Medium Student,2025-02-07,4,11,job_friday,none,0,0,0,Blocked by job_friday
B_medium,Medium Student,2025-02-07,4,12,job_friday,none,0,0,8,Blocked by job_friday
B_medium,Medium Student,2025-02-07,4,13,job_friday,none,0,0,0,Blocked by job_friday
B_medium,Medium Student,2025-02-07,4,14,job_friday,none,0,0,18,Blocked by job_friday
B_medium,Medium Student,2025-02-07,4,15,job_friday,none,0,0,8,Blocked by job_friday
B_medium,Medium Student,2025-02-07,4,16,job_friday,none,0,0,0,Blocked by job_friday
B_medium,Medium Student,2025-02-07,4,17,none,none,1,43,78,Planned study 43min; quality 78
B_medium,Medium Student,2025-02-07,4,18,none,none,0,0,61,Free hour; quality 61
B_medium,Medium Student,2025-02-07,4,19,none,none,1,45,96,Planned study 45min; quality 96
B_medium,Medium Student,2025-02-07,4,20,none,none,0,0,76,Free hour; quality 76
B_medium,Medium Student,2025-02-07,4,21,none,none,1,32,79,Planned study 32min; quality 79
B_medium,Medium Student,2025-02-07,4,22,none,none,0,0,51,Free hour; quality 51
B_medium,Medium Student,2025-02-07,4,23,none,none,0,0,34,Free hour; quality 34
B_medium,Medium Student,2025-02-08,5,0,none,none,0,0,29,Free hour; quality 29
B_medium,Medium Student,2025-02-08,5,1,none,none,0,0,33,Free hour; quality 33
B_medium,Medium Student,2025-02-08,5,2,none,none,0,0,21,Free hour; quality 21
B_medium,Medium Student,2025-02-08,5,3,none,none,0,0,34,Free hour; quality 34
B_medium,Medium Student,2025-02-08,5,4,none,none,0,0,27,Free hour; quality 27
B_medium,Medium Student,2025-02-08,5,5,none,none,0,0,26,Free hour; quality 26
B_medium,Medium Student,2025-02-08,5,6,none,none,0,0,23,Free hour; quality 23
B_medium,Medium Student,2025-02-08,5,7,none,none,0,0,47,Free hour; quality 47
B_medium,Medium Student,2025-02-08,5,8,none,none,0,0,16,Free hour; quality 16
B_medium,Medium Student,2025-02-08,5,9,none,none,0,0,23,Free hour; quality 23
B_medium,Medium Student,2025-02-08,5,10,none,none,0,0,40,Free hour; quality 40
B_medium,Medium Student,2025-02-08,5,11,appointment,appointment,0,0,0,Blocked by appointment
B_medium,Medium Student,2025-02-08,5,12,none,none,0,0,45,Free hour; quality 45
B_medium,Medium Student,2025-02-08,5,13,none,none,0,0,53,Free hour; quality 53
B_medium,Medium Student,2025-02-08,5,14,none,none,0,0,37,Free hour; quality 37
B_medium,Medium Student,2025-02-08,5,15,none,none,0,0,54,Free hour; quality 54
B_medium,Medium Student,2025-02-08,5,16,none,none,1,32,71,Planned study 32min; quality 71
B_medium,Medium Student,2025-02-08,5,17,none,none,1,45,80,Planned study 45min; quality 80
B_medium,Medium Student,2025-02-08,5,18,none,none,0,0,65,Free hour; quality 65
B_medium,Medium Student,2025-02-08,5,19,none,none,1,43,73,Planned study 43min; quality 73
B_medium,Medium Student,2025-02-08,5,20,none,none,0,0,64,Free hour; quality 64
B_medium,Medium Student,2025-02-08,5,21,none,none,0,0,54,Free hour; quality 54
B_medium,Medium Student,2025-02-08,5,22,none,none,0,0,64,Free hour; quality 64
B_medium,Medium Student,2025-02-08,5,23,none,none,0,0,25,Free hour; quality 25
B_medium,Medium Student,2025-02-09,6,0,none,none,0,0,29,Free hour; quality 29
B_medium,Medium Student,2025-02-09,6,1,none,none,0,0,29,Free hour; quality 29
B_medium,Medium Student,2025-02-09,6,2,none,none,0,0,42,Free hour; quality 42
B_medium,Medium Student,2025-02-09,6,3,none,none,0,0,33,Free hour; quality 33
B_medium,Medium Student,2025-02-09,6,4,none,none,0,0,45,Free hour; quality 45
B_medium,Medium Student,2025-02-09,6,5,none,none,0,0,30,Free hour; quality 30
B_medium,Medium Student,2025-02-09,6,6,none,none,0,0,37,Free hour; quality 37
B_medium,Medium Student,2025-02-09,6,7,none,none,0,0,54,Free hour; quality 54
B_medium,Medium Student,2025-02-09,6,8,none,none,0,0,29,Free hour; quality 29
B_medium,Medium Student,2025-02-09,6,9,none,none,0,0,34,Free hour; quality 34
B_medium,Medium Student,2025-02-09,6,10,none,none,0,0,29,Free hour; quality 29
B_medium,Medium Student,2025-02-09,6,11,none,none,0,0,23,Free hour; quality 23
B_medium,Medium Student,2025-02-09,6,12,none,none,1,14,68,Planned study 14min; quality 68
B_medium,Medium Student,2025-02-09,6,13,none,none,0,0,39,Free hour; quality 39
B_medium,Medium Student,2025-02-09,6,14,none,none,0,0,49,Free hour; quality 49
B_medium,Medium Student,2025-02-09,6,15,none,none,1,15,71,Planned study 15min; quality 71
B_medium,Medium Student,2025-02-09,6,16,none,none,1,46,71,Planned study 46min; quality 71
B_medium,Medium Student,2025-02-09,6,17,none,none,0,0,67,Free hour; quality 67
B_medium,Medium Student,2025-02-09,6,18,none,none,1,45,79,Planned study 45min; quality 79
B_medium,Medium Student,2025-02-09,6,19,none,none,0,0,63,Free hour; quality 63
B_medium,Medium Student,2025-02-09,6,20,party,party,0,0,0,Blocked by party
B_medium,Medium Student,2025-02-09,6,21,none,none,0,0,58,Free hour; quality 58
B_medium,Medium Student,2025-02-09,6,22,none,none,0,0,44,Free hour; quality 44
B_medium,Medium Student,2025-02-09,6,23,none,none,0,0,37,Free hour; quality 37
B_medium,Medium Student,2025-02-10,0,0,none,none,0,0,23,Free hour; quality 23
B_medium,Medium Student,2025-02-10,0,1,none,none,0,0,38,Free hour; quality 38
B_medium,Medium Student,2025-02-10,0,2,none,none,0,0,42,Free hour; quality 42
B_medium,Medium Student,2025-02-10,0,3,none,none,0,0,19,Free hour; quality 19
B_medium,Medium Student,2025-02-10,0,4,none,none,0,0,38,Free hour; quality 38
B_medium,Medium Student,2025-02-10,0,5,none,none,0,0,45,Free hour; quality 45
B_medium,Medium Student,2025-02-10,0,6,none,none,0,0,10,Free hour; quality 10
B_medium,Medium Student,2025-02-10,0,7,none,none,0,0,38,Free hour; quality 38
B_medium,Medium Student,2025-02-10,0,8,none,none,0,0,26,Free hour; quality 26
B_medium,Medium Student,2025-02-10,0,9,lectures,none,0,0,0,Blocked by lectures
B_medium,Medium Student,2025-02-10,0,10,lectures,none,0,0,0,Blocked by lectures
B_medium,Medium Student,2025-02-10,0,11,lectures,none,0,0,0,Blocked by lectures
B_medium,Medium Student,2025-02-10,0,12,lectures,none,0,0,0,Blocked by lectures
B_medium,Medium Student,2025-02-10,0,13,lectures,none,0,0,0,Blocked by lectures
B_medium,Medium Student,2025-02-10,0,14,lectures,none,0,0,10,Blocked by lectures
B_medium,Medium Student,2025-02-10,0,15,none,none,0,0,59,Free hour; quality 59
B_medium,Medium Student,2025-02-10,0,16,none,none,1,26,66,Planned study 26min; quality 66
B_medium,Medium Student,2025-02-10,0,17,none,none,1,45,79,Planned study 45min; quality 79
B_medium,Medium Student,2025-02-10,0,18,none,none,1,31,89,Planned study 31min; quality 89
B_medium,Medium Student,2025-02-10,0,19,none,none,0,0,66,Free hour; quality 66
B_medium,Medium Student,2025-02-10,0,20,none,none,1,2,71,Planned study 2min; quality 71
B_medium,Medium Student,2025-02-10,0,21,none,none,1,16,71,Planned study 16min; quality 71
B_medium,Medium Student,2025-02-10,0,22,none,none,0,0,35,Free hour; quality 35
B_medium,Medium Student,2025-02-10,0,23,none,none,0,0,39,Free hour; quality 39
B_medium,Medium Student,2025-02-11,1,0,none,none,0,0,26,Free hour; quality 26
B_medium,Medium Student,2025-02-11,1,1,none,none,0,0,18,Free hour; quality 18
B_medium,Medium Student,2025-02-11,1,2,none,none,0,0,38,Free hour; quality 38
B_medium,Medium Student,2025-02-11,1,3,none,none,0,0,55,Free hour; quality 55
B_medium,Medium Student,2025-02-11,1,4,none,none,0,0,35,Free hour; quality 35
B_medium,Medium Student,2025-02-11,1,5,none,none,0,0,42,Free hour; quality 42
B_medium,Medium Student,2025-02-11,1,6,none,none,0,0,31,Free hour; quality 31
B_medium,Medium Student,2025-02-11,1,7,none,none,0,0,39,Free hour; quality 39
B_medium,Medium Student,2025-02-11,1,8,none,none,0,0,30,Free hour; quality 30
B_medium,Medium Student,2025-02-11,1,9,lectures,none,0,0,0,Blocked by lectures
B_medium,Medium Student,2025-02-11,1,10,lectures,none,0,0,0,Blocked by lectures
B_medium,Medium Student,2025-02-11,1,11,lectures,none,0,0,0,Blocked by lectures
B_medium,Medium Student,2025-02-11,1,12,lectures,none,0,0,0,Blocked by lectures
B_medium,Medium Student,2025-02-11,1,13,lectures,none,0,0,0,Blocked by lectures
B_medium,Medium Student,2025-02-11,1,14,lectures,none,0,0,9,Blocked by lectures
B_medium,Medium Student,2025-02-11,1,15,none,none,0,0,54,Free hour; quality 54
B_medium,Medium Student,2025-02-11,1,16,none,none,1,43,73,Planned study 43min; quality 73
B_medium,Medium Student,2025-02-11,1,17,none,none,1,42,73,Planned study 42min; quality 73
B_medium,Medium Student,2025-02-11,1,18,none,none,0,0,51,Free hour; quality 51
B_medium,Medium Student,2025-02-11,1,19,none,none,0,0,62,Free hour; quality 62
B_medium,Medium Student,2025-02-11,1,20,none,none,1,35,67,Planned study 35min; quality 67
B_medium,Medium Student,2025-02-11,1,21,none,none,0,0,70,Free hour; quality 70
B_medium,Medium Student,2025-02-11,1,22,none,none,0,0,51,Free hour; quality 51
B_medium,Medium Student,2025-02-11,1,23,none,none,0,0,19,Free hour; quality 19
B_medium,Medium Student,2025-02-12,2,0,none,none,0,0,27,Free hour; quality 27
B_medium,Medium Student,2025-02-12,2,1,none,none,0,0,34,Free hour; quality 34
B_medium,Medium Student,2025-02-12,2,2,none,none,0,0,25,Free hour; quality 25
B_medium,Medium Student,2025-02-12,2,3,none,none,0,0,40,Free hour; quality 40
B_medium,Medium Student,2025-02-12,2,4,none,none,0,0,47,Free hour; quality 47
B_medium,Medium Student,2025-02-12,2,5,none,none,0,0,45,Free hour; quality 45
B_medium,Medium Student,2025-02-12,2,6,none,none,0,0,19,Free hour; quality 19
B_medium,Medium Student,2025-02-12,2,7,none,none,0,0,33,Free hour; quality 33
B_medium,Medium Student,2025-02-12,2,8,none,none,0,0,27,Free hour; quality 27
B_medium,Medium Student,2025-02-12,2,9,lectures,none,0,0,0,Blocked by lectures
B_medium,Medium Student,2025-02-12,2,10,lectures,none,0,0,0,Blocked by lectures
B_medium,Medium Student,2025-02-12,2,11,lectures,none,0,0,0,Blocked by lectures
B_medium,Medium Student,2025-02-12,2,12,lectures,none,0,0,8,Blocked by lectures
B_medium,Medium Student,2025-02-12,2,13,lectures,none,0,0,0,Blocked by lectures
B_medium,Medium Student,2025-02-12,2,14,lectures,none,0,0,0,Blocked by lectures
B_medium,Medium Student,2025-02-12,2,15,none,none,1,30,57,Planned study 30min; quality 57
B_medium,Medium Student,2025-02-12,2,16,none,none,0,0,56,Free hour; quality 56
B_medium,Medium Student,2025-02-12,2,17,none,none,0,0,48,Free hour; quality 48
B_medium,Medium Student,2025-02-12,2,18,none,none,1,45,77,Planned study 45min; quality 77
B_medium,Medium Student,2025-02-12,2,19,none,none,0,0,48,Free hour; quality 48
B_medium,Medium Student,2025-02-12,2,20,none,none,1,45,66,Planned study 45min; quality 66
B_medium,Medium Student,2025-02-12,2,21,none,none,0,0,57,Free hour; quality 57
B_medium,Medium Student,2025-02-12,2,22,none,none,0,0,50,Free hour; quality 50
B_medium,Medium Student,2025-02-12,2,23,none,none,0,0,40,Free hour; quality 40
B_medium,Medium Student,2025-02-13,3,0,none,none,0,0,36,Free hour; quality 36
B_medium,Medium Student,2025-02-13,3,1,none,none,0,0,27,Free hour; quality 27
B_medium,Medium Student,2025-02-13,3,2,none,none,0,0,45,Free hour; quality 45
B_medium,Medium Student,2025-02-13,3,3,none,none,0,0,34,Free hour; quality 34
B_medium,Medium Student,2025-02-13,3,4,none,none,0,0,35,Free hour; quality 35
B_medium,Medium Student,2025-02-13,3,5,none,none,0,0,28,Free hour; quality 28
B_medium,Medium Student,2025-02-13,3,6,none,none,0,0,32,Free hour; quality 32
B_medium,Medium Student,2025-02-13,3,7,none,none,0,0,18,Free hour; quality 18
B_medium,Medium Student,2025-02-13,3,8,none,none,0,0,29,Free hour; quality 29
B_medium,Medium Student,2025-02-13,3,9,lectures,none,0,0,0,Blocked by lectures
B_medium,Medium Student,2025-02-13,3,10,lectures,none,0,0,0,Blocked by lectures
B_medium,Medium Student,2025-02-13,3,11,lectures,none,0,0,0,Blocked by lectures
B_medium,Medium Student,2025-02-13,3,12,lectures,none,0,0,5,Blocked by lectures
B_medium,Medium Student,2025-02-13,3,13,lectures,none,0,0,0,Blocked by lectures
B_medium,Medium Student,2025-02-13,3,14,lectures,none,0,0,17,Blocked by lectures
B_medium,Medium Student,2025-02-13,3,15,none,none,0,0,45,Free hour; quality 45
B_medium,Medium Student,2025-02-13,3,16,none,none,0,0,76,Free hour; quality 76
B_medium,Medium Student,2025-02-13,3,17,none,none,1,26,88,Planned study 26min; quality 88
B_medium,Medium Student,2025-02-13,3,18,none,none,0,0,64,Free hour; quality 64
B_medium,Medium Student,2025-02-13,3,19,none,none,1,50,68,Planned study 50min; quality 68
B_medium,Medium Student,2025-02-13,3,20,none,none,1,31,67,Planned study 31min; quality 67
B_medium,Medium Student,2025-02-13,3,21,none,none,0,0,51,Free hour; quality 51
B_medium,Medium Student,2025-02-13,3,22,none,none,1,13,60,Planned study 13min; quality 60
B_medium,Medium Student,2025-02-13,3,23,none,none,0,0,27,Free hour; quality 27
B_medium,Medium Student,2025-02-14,4,0,none,none,0,0,39,Free hour; quality 39
B_medium,Medium Student,2025-02-14,4,1,none,none,0,0,44,Free hour; quality 44
B_medium,Medium Student,2025-02-14,4,2,none,none,0,0,41,Free hour; quality 41
B_medium,Medium Student,2025-02-14,4,3,none,none,0,0,43,Free hour; quality 43
B_medium,Medium Student,2025-02-14,4,4,none,none,0,0,29,Free hour; quality 29
B_medium,Medium Student,2025-02-14,4,5,none,none,0,0,24,Free hour; quality 24
B_medium,Medium Student,2025-02-14,4,6,none,none,0,0,44,Free hour; quality 44
B_medium,Medium Student,2025-02-14,4,7,none,none,0,0,20,Free hour; quality 20
B_medium,Medium Student,2025-02-14,4,8,none,none,0,0,32,Free hour; quality 32
B_medium,Medium Student,2025-02-14,4,9,none,none,0,0,51,Free hour; quality 51
B_medium,Medium Student,2025-02-14,4,10,job_friday,none,0,0,0,Blocked by job_friday
B_medium,Medium Student,2025-02-14,4,11,job_friday,none,0,0,0,Blocked by job_friday
B_medium,Medium Student,2025-02-14,4,12,job_friday,none,0,0,4,Blocked by job_friday
