session_id,start_time,end_time,duration_min,noise_avg_db,noise_variance,light_lux_avg,light_variance,phone_pickups,user_location,session_completed,self_rated_focus,perceived_difficulty,mood,productivity_score,distractions_detected,ai_estimated_prod_score,notes
89,2025-01-13 14:52:00,2025-01-13 15:12:00,20,47.47,4.74,640.31,7.79,3,outside,1,9,5,1,71,5,85,Felt tired
90,2025-01-17 11:19:00,2025-01-17 11:49:00,30,29.84,2.81,357.32,9.76,0,home,1,6,4,5,60,1,76,Hard to focus
91,2025-01-14 14:31:00,2025-01-14 14:51:00,20,33.37,5.22,381.26,0.51,1,cafe,1,9,4,1,83,1,75,Good session
92,2025-01-13 14:26:00,2025-01-13 14:56:00,30,30.32,2.79,23.61,4.98,2,library,1,10,4,2,100,2,95,Mediocre
93,2025-01-18 08:48:00,2025-01-18 09:18:00,30,34.86,7.65,229.94,7.61,0,library,1,8,5,5,64,2,58,Distracted
94,2025-01-10 13:05:00,2025-01-10 13:25:00,20,37.29,7.32,351.98,15.08,2,cafe,1,6,2,1,41,1,53,Hard to focus
95,2025-01-13 17:39:00,2025-01-13 17:59:00,20,37.62,6.69,277.15,15.38,2,library,1,10,4,2,82,0,80,Good session
96,2025-01-18 18:45:00,2025-01-18 19:15:00,30,46.4,3.88,216.47,18.89,1,home,1,6,5,1,35,3,21,Good session
97,2025-01-15 19:48:00,2025-01-15 20:08:00,20,39.53,4.63,187.7,8.26,0,outside,1,6,4,5,60,4,51,Hard to focus
98,2025-01-17 15:53:00,2025-01-17 16:18:00,25,43.67,0.57,221.98,19.39,0,library,1,5,5,1,54,1,63,Great flow
99,2025-01-17 17:59:00,2025-01-17 18:24:00,25,41.06,7.71,233.05,22.59,2,home,1,9,1,3,82,0,85,Too noisy
100,2025-01-22 12:30:00,2025-01-22 12:55:00,25,32.95,2.03,360.65,16.09,0,outside,1,5,1,5,50,4,67,Sun was annoying
101,2025-01-15 15:14:00,2025-01-15 15:44:00,30,66.67,1.35,191.96,16.27,1,cafe,0,4,4,1,54,1,41,Too noisy
102,2025-01-22 12:38:00,2025-01-22 13:08:00,30,40.9,6.4,76.02,1.43,0,library,1,6,3,2,87,1,92,Distracted
103,2025-01-12 17:21:00,2025-01-12 17:41:00,20,46.48,10.77,382.42,24.81,1,home,0,5,4,2,73,4,64,Mediocre
104,2025-01-18 18:20:00,2025-01-18 18:40:00,20,42.25,9.17,416.64,10.01,0,library,1,4,5,1,51,0,71,Felt tired
105,2025-01-17 08:27:00,2025-01-17 08:57:00,30,31.68,8.88,382.43,13.47,0,library,0,4,2,4,16,0,18,Too noisy
106,2025-01-11 10:01:00,2025-01-11 10:31:00,30,16.95,4.79,295.01,21.69,2,outside,1,2,5,4,21,1,26,Great flow
107,2025-01-20 09:55:00,2025-01-20 10:15:00,20,36.45,6.36,294.73,25.3,1,outside,0,9,5,5,90,3,96,Felt tired
108,2025-01-18 16:46:00,2025-01-18 17:11:00,25,42.66,4.4,296.69,10.03,1,cafe,1,7,3,1,76,2,63,Great flow
109,2025-01-15 19:46:00,2025-01-15 20:06:00,20,23.97,5.57,179.73,15.66,0,cafe,0,7,4,3,75,3,61,Stable productivity
110,2025-01-22 09:24:00,2025-01-22 09:44:00,20,37.5,1.44,292.92,7.71,0,home,1,9,5,5,82,1,84,Energy peak
111,2025-01-15 08:04:00,2025-01-15 08:24:00,20,40.86,4.02,183.46,20.0,1,library,1,6,2,2,60,5,46,Sun was annoying
112,2025-01-23 19:59:00,2025-01-23 20:29:00,30,46.64,13.42,165.26,7.28,0,home,1,9,3,4,100,0,100,Hard to focus
113,2025-01-22 11:52:00,2025-01-22 12:22:00,30,24.52,8.11,397.64,6.21,1,outside,1,6,1,4,60,5,56,Too noisy
114,2025-01-12 14:33:00,2025-01-12 14:58:00,25,37.1,7.3,270.57,1.15,1,cafe,1,10,3,5,89,0,99,Distracted
115,2025-01-14 14:33:00,2025-01-14 14:58:00,25,48.44,9.78,564.53,17.97,1,library,1,7,1,3,80,3,72,Distracted
116,2025-01-23 18:15:00,2025-01-23 18:40:00,25,20.81,1.66,299.94,22.0,0,outside,1,8,2,5,100,0,99,Stable productivity
117,2025-01-10 19:53:00,2025-01-10 20:23:00,30,55.3,10.32,423.82,2.32,2,cafe,1,7,5,2,43,1,35,Energy peak
118,2025-01-18 14:48:00,2025-01-18 15:18:00,30,55.89,5.45,113.27,12.55,1,library,0,5,5,2,39,1,62,Felt tired
119,2025-01-14 12:17:00,2025-01-14 12:42:00,25,57.13,7.69,262.29,21.65,1,home,1,6,1,4,78,5,72,Great flow
120,2025-01-12 15:10:00,2025-01-12 15:40:00,30,35.87,7.41,360.87,3.62,0,library,0,6,5,4,75,3,74,Good session
121,2025-01-13 16:02:00,2025-01-13 16:22:00,20,29.87,8.2,144.42,18.09,0,cafe,1,9,3,1,100,2,95,Energy peak
122,2025-01-22 17:52:00,2025-01-22 18:22:00,30,48.94,6.08,203.67,8.04,0,cafe,0,6,5,1,68,2,89,Sun was annoying
123,2025-01-21 18:46:00,2025-01-21 19:06:00,20,52.36,3.81,236.91,4.54,0,home,1,5,5,1,65,1,81,Good session
124,2025-01-22 10:44:00,2025-01-22 11:09:00,25,56.07,4.95,203.72,2.81,0,library,1,7,4,5,63,0,49,Mediocre
125,2025-01-21 15:05:00,2025-01-21 15:35:00,30,31.64,12.45,215.38,15.42,0,library,1,7,1,2,61,3,67,Felt tired
126,2025-01-10 13:26:00,2025-01-10 13:46:00,20,41.97,9.84,272.08,14.58,0,cafe,1,7,4,4,78,1,73,Stable productivity
127,2025-01-14 18:08:00,2025-01-14 18:28:00,20,35.97,2.58,304.82,21.73,2,home,0,1,3,5,28,0,20,Energy peak
128,2025-01-20 17:39:00,2025-01-20 18:09:00,30,48.07,6.2,177.4,35.8,0,library,1,9,2,4,92,7,93,Energy peak
129,2025-01-10 09:52:00,2025-01-10 10:17:00,25,30.63,6.8,249.68,8.75,1,cafe,1,5,2,2,56,1,56,Mediocre
130,2025-01-13 13:58:00,2025-01-13 14:28:00,30,56.88,1.18,346.72,16.59,2,library,1,6,5,3,34,3,34,Mediocre
131,2025-01-11 10:22:00,2025-01-11 10:42:00,20,34.59,5.82,255.24,22.66,0,cafe,1,6,1,3,56,0,53,Mediocre
132,2025-01-18 11:34:00,2025-01-18 11:59:00,25,47.53,8.32,146.05,3.96,1,home,0,8,4,2,94,2,84,Stable productivity
133,2025-01-22 08:25:00,2025-01-22 08:45:00,20,43.63,6.03,175.44,13.77,0,home,1,5,4,2,49,0,54,Mediocre
134,2025-01-11 12:29:00,2025-01-11 12:54:00,25,38.32,5.16,159.69,23.47,1,home,1,6,3,3,88,4,62,Energy peak
135,2025-01-10 16:44:00,2025-01-10 17:14:00,30,43.18,4.21,205.96,28.08,2,library,0,7,3,5,81,0,84,Distracted
136,2025-01-20 11:43:00,2025-01-20 12:13:00,30,42.81,6.28,516.39,10.6,0,outside,0,5,2,5,50,0,59,Felt tired
137,2025-01-22 10:01:00,2025-01-22 10:21:00,20,33.2,2.54,714.6,10.2,0,outside,1,7,2,3,82,0,94,Hard to focus
138,2025-01-19 16:54:00,2025-01-19 17:19:00,25,24.86,1.13,250.0,18.59,2,cafe,1,7,5,2,75,2,68,Sun was annoying
139,2025-01-20 14:27:00,2025-01-20 14:52:00,25,44.71,10.22,25.58,20.41,0,home,1,2,2,2,40,3,40,Felt tired
140,2025-01-16 09:06:00,2025-01-16 09:26:00,20,54.37,6.1,97.71,10.76,0,outside,1,2,4,2,12,3,15,Good session
141,2025-01-11 10:35:00,2025-01-11 11:00:00,25,47.29,8.1,444.55,21.91,1,outside,1,6,3,3,54,2,61,Too noisy
142,2025-01-10 14:30:00,2025-01-10 14:50:00,20,42.24,4.24,137.24,24.22,0,outside,1,8,4,2,72,2,70,Hard to focus
143,2025-01-13 17:40:00,2025-01-13 18:00:00,20,27.81,3.32,258.44,9.58,0,outside,1,9,3,3,84,4,79,Great flow
144,2025-01-20 14:29:00,2025-01-20 14:59:00,30,36.35,2.7,364.47,7.63,2,outside,0,7,2,4,48,3,52,Distracted
145,2025-01-16 09:27:00,2025-01-16 09:57:00,30,49.66,9.26,285.42,9.94,1,home,1,5,4,3,63,0,64,Mediocre
146,2025-01-24 13:27:00,2025-01-24 13:57:00,30,47.45,3.56,269.51,16.68,1,home,1,7,5,2,51,0,43,Good session
147,2025-01-20 15:11:00,2025-01-20 15:41:00,30,53.19,7.19,376.18,23.51,2,library,1,9,2,2,79,4,100,Good session
148,2025-01-12 15:35:00,2025-01-12 16:00:00,25,30.59,10.13,410.89,25.36,0,library,0,7,1,1,68,2,66,Stable productivity
149,2025-01-14 19:20:00,2025-01-14 19:45:00,25,23.69,7.02,123.98,20.34,1,library,1,5,1,3,35,1,42,Good session
150,2025-01-10 13:12:00,2025-01-10 13:42:00,30,15.94,1.69,76.93,12.65,0,cafe,1,9,5,4,100,1,100,Energy peak
151,2025-01-13 14:11:00,2025-01-13 14:36:00,25,43.2,3.23,342.14,11.04,0,outside,1,7,4,2,50,1,56,Distracted
152,2025-01-24 17:04:00,2025-01-24 17:24:00,20,39.91,6.81,439.77,24.63,1,cafe,0,6,5,4,75,2,75,Great flow
153,2025-01-11 14:12:00,2025-01-11 14:32:00,20,57.44,1.6,436.49,13.55,0,home,1,4,1,2,35,2,41,Stable productivity
154,2025-01-11 16:22:00,2025-01-11 16:52:00,30,40.42,11.59,333.51,21.68,0,outside,1,5,4,3,67,1,69,Stable productivity
155,2025-01-17 13:53:00,2025-01-17 14:18:00,25,38.27,8.04,45.66,14.57,1,cafe,0,6,1,2,34,3,33,Distracted
156,2025-01-16 09:58:00,2025-01-16 10:18:00,20,29.63,5.61,261.33,24.89,0,home,1,5,2,1,59,2,50,Hard to focus
157,2025-01-15 15:03:00,2025-01-15 15:23:00,20,41.98,0.4,581.71,22.32,2,home,0,6,4,4,71,0,66,Distracted
158,2025-01-17 15:58:00,2025-01-17 16:28:00,30,27.36,6.68,296.85,15.18,1,library,1,6,1,5,66,0,64,Felt tired
159,2025-01-18 19:56:00,2025-01-18 20:21:00,25,28.09,1.42,235.08,18.94,1,cafe,0,4,3,5,33,2,32,Hard to focus
160,2025-01-12 15:12:00,2025-01-12 15:42:00,30,52.19,4.97,9.77,16.22,0,home,1,8,2,3,90,1,87,Mediocre
161,2025-01-22 15:57:00,2025-01-22 16:27:00,30,52.38,9.01,172.39,13.24,2,library,0,10,1,2,77,1,80,Distracted
162,2025-01-21 18:37:00,2025-01-21 19:07:00,30,27.57,7.71,112.31,2.82,2,outside,0,6,1,2,78,4,73,Energy peak
163,2025-01-17 16:49:00,2025-01-17 17:09:00,20,53.38,4.57,166.85,10.54,0,cafe,1,5,3,2,65,4,58,Too noisy
164,2025-01-11 10:39:00,2025-01-11 11:09:00,30,41.53,5.11,76.63,15.37,0,cafe,1,7,4,1,68,1,63,Great flow
165,2025-01-12 09:06:00,2025-01-12 09:31:00,25,48.29,5.68,106.87,15.89,2,outside,0,6,2,5,56,3,66,Too noisy
166,2025-01-14 11:05:00,2025-01-14 11:25:00,20,43.47,3.08,465.22,20.92,1,cafe,1,9,4,5,74,1,81,Good session
167,2025-01-22 11:47:00,2025-01-22 12:12:00,25,36.57,6.38,207.13,15.97,2,home,1,6,4,3,70,1,69,Good session
168,2025-01-21 14:03:00,2025-01-21 14:33:00,30,40.75,10.22,12.97,19.89,0,library,1,7,5,3,58,0,56,Good session
169,2025-01-11 12:31:00,2025-01-11 12:51:00,20,36.76,3.57,229.15,13.12,0,library,1,10,1,1,100,4,100,Distracted
170,2025-01-17 14:54:00,2025-01-17 15:24:00,30,27.02,8.8,190.79,22.4,3,outside,1,5,1,5,50,0,56,Great flow
171,2025-01-15 09:46:00,2025-01-15 10:11:00,25,43.9,8.62,288.12,30.78,0,library,1,9,4,4,100,4,92,Great flow
172,2025-01-18 19:16:00,2025-01-18 19:36:00,20,39.9,6.18,82.3,28.97,0,cafe,1,9,4,1,91,2,99,Distracted
173,2025-01-22 15:59:00,2025-01-22 16:19:00,20,51.51,4.64,113.43,14.59,0,home,1,6,4,5,45,1,48,Sun was annoying
174,2025-01-12 11:51:00,2025-01-12 12:11:00,20,33.88,0.02,332.29,13.09,3,cafe,1,4,2,3,18,2,0,Great flow
175,2025-01-12 08:07:00,2025-01-12 08:37:00,30,57.52,5.53,75.22,9.25,4,library,1,7,3,2,85,0,63,Sun was annoying
176,2025-01-16 08:46:00,2025-01-16 09:06:00,20,50.37,6.05,40.66,4.28,2,outside,1,6,5,3,96,2,80,Mediocre
177,2025-01-11 18:37:00,2025-01-11 18:57:00,20,44.15,2.24,413.06,9.9,0,outside,1,5,5,5,56,0,51,Stable productivity
178,2025-01-22 19:53:00,2025-01-22 20:13:00,20,33.62,2.98,96.16,7.68,2,outside,1,7,3,2,95,2,100,Great flow
179,2025-01-22 08:30:00,2025-01-22 08:55:00,25,19.56,1.65,29.66,7.81,0,outside,1,7,4,3,59,0,53,Sun was annoying
180,2025-01-24 16:30:00,2025-01-24 17:00:00,30,42.88,6.43,256.86,6.97,0,home,1,9,5,5,88,0,90,Great flow
181,2025-01-12 18:45:00,2025-01-12 19:10:00,25,44.26,5.83,396.16,19.8,0,library,0,7,5,2,61,0,39,Energy peak
182,2025-01-16 13:38:00,2025-01-16 14:08:00,30,49.38,10.28,109.11,19.35,1,home,1,8,5,2,69,1,70,Too noisy
183,2025-01-24 13:57:00,2025-01-24 14:17:00,20,49.74,8.45,207.82,13.73,1,cafe,0,6,2,1,51,0,54,Good session
184,2025-01-18 18:38:00,2025-01-18 19:03:00,25,33.24,5.68,91.21,19.94,0,outside,1,9,4,5,100,4,100,Sun was annoying
185,2025-01-17 10:40:00,2025-01-17 11:10:00,30,33.15,7.86,265.23,15.98,0,library,1,7,2,4,76,0,78,Mediocre
186,2025-01-16 11:00:00,2025-01-16 11:20:00,20,34.15,9.9,546.63,13.49,1,library,1,9,4,1,91,2,88,Felt tired
187,2025-01-11 15:26:00,2025-01-11 15:51:00,25,43.68,3.89,299.26,13.21,0,library,1,5,4,1,48,0,45,Distracted
188,2025-01-19 18:08:00,2025-01-19 18:28:00,20,43.34,9.06,337.81,19.19,0,library,1,8,1,5,62,0,74,Great flow
189,2025-01-19 16:30:00,2025-01-19 16:55:00,25,33.83,2.93,262.14,21.79,2,outside,1,6,1,3,49,3,39,Too noisy
190,2025-01-19 16:57:00,2025-01-19 17:22:00,25,27.82,6.62,556.33,3.73,0,library,1,8,5,3,86,0,93,Stable productivity
191,2025-01-22 15:42:00,2025-01-22 16:12:00,30,38.42,10.4,196.82,10.02,1,home,1,7,2,4,80,5,66,Hard to focus
192,2025-01-11 19:00:00,2025-01-11 19:30:00,30,32.71,7.43,253.95,17.81,2,cafe,1,8,1,2,100,0,100,Distracted
193,2025-01-10 11:02:00,2025-01-10 11:32:00,30,28.19,3.66,163.81,18.02,0,cafe,1,10,3,2,100,3,100,Felt tired
194,2025-01-23 11:47:00,2025-01-23 12:12:00,25,34.71,3.71,648.02,27.43,0,home,0,9,1,3,71,0,50,Stable productivity
195,2025-01-16 15:36:00,2025-01-16 15:56:00,20,44.27,5.51,193.67,13.39,1,cafe,1,8,5,5,82,1,90,Mediocre
